emoji,label,word_count,fit3_count,words
💎,gem stone,60,8,crystal;diamond;gem;jewel;luxury;opal;ruby;sapphire;adorn;adornment;agate;bauble;carat;crystalline;crystallize;exquisite;extravagance;extravagant;facet;garnet;invaluable;irreplaceable;jasper;jeweled;luxurious;mineral;opulence;opulent;ostentation;ostentatious;posh;precious;priceless;pyrite;quartz;rare;rarity;rhinestone;ritzy;topaz;turquoise;valuable;value;zircon;beryl;carnelian;crystallization;decadence;deluxe;flawless;inestimable;inlaid;inlay;lapidary;lavish;mineralogist;mineralogy;multifaceted;semiprecious;values
🩹,adhesive bandage,59,6,adhesive;bandage;scar;splint;suture;wound;abrasion;abscess;adhere;gauze;laceration;lesion;mangle;patch;plaster;remedy;restorative;scab;scrape;scratch;sling;tourniquet;victim;adherence;adherent;adhesion;cyst;dermatitis;dermis;disfigure;disfigurement;eczema;edema;epidermal;epidermis;gauzy;hymen;impetigo;lacerate;leper;leprosy;leprous;lumbago;mitigate;mitigation;patchy;poultice;psoriasis;remedial;scabby;scarify;stanch;styptic;swathe;truss;victimization;victimize;weal;welt
😖,confounded face,58,3,agony;pain;suffering;agonize;agonizing;anguish;awful;bitter;choke;cramp;difficult;difficulty;discomfort;emaciated;excruciating;painful;pimple;restless;spasm;strain;suffer;torment;torture;uncomfortable;unpleasant;writhe;awfully;colic;colicky;colitis;crick;degrading;duress;emaciate;emaciation;frowzy;hypersensitive;mar;masochism;masochist;masochistic;misbegotten;muss;mussy;neuralgia;neuralgic;neuritis;pang;pillory;pimply;spasmodic;spastic;squirm;squirmy;strained;sufferance;throe;twinge
👻,ghost,58,10,apparition;exorcism;exorcist;ghost;invisible;phantom;poltergeist;specter;spook;spooky;banshee;bogeyman;boo;eerie;eery;exorcise;exorcize;ghoul;ghoulish;haunt;haunting;hologram;invisibility;nonexistent;phantasm;possessed;seance;shroud;soul;spirit;supernatural;uncanny;unseen;wraith;bloodless;bogey;bogie;bogy;bugaboo;freaky;headless;holographic;holography;immaterial;impalpable;imperceptible;insubstantial;intangible;manifestation;nonentity;nonexistence;phantasmagoria;preternatural;reappear;reappearance;soulless;spectral;unearthly
👥,busts in silhouette,58,6,audience;crowd;group;people;population;team;clique;cohort;committee;congregate;crew;duo;entourage;follower;gang;gathering;horde;mob;multitude;overpopulation;peer;personnel;populace;populate;populous;resemblance;resemble;squad;staff;throng;bevy;cadre;caste;cliquish;collective;collectivism;communal;conformist;conformity;coterie;deputation;ilk;impanel;kith;miscegenation;multitudinous;quorum;rabble;regroup;retinue;subcommittee;subculture;their;theirs;them;they;us;we
👶,baby,58,7,baby;bib;birth;cradle;infant;stroller;young;babe;babyhood;babyish;born;descendant;foetus;immature;infancy;infantile;junior;natal;nativity;neonatal;orphan;pediatric;pediatrician;pediatrics;premature;procreate;procreation;progeny;puerile;reproduce;reproduction;reproductive;rompers;swaddle;triplet;youngish;beget;begot;begotten;bred;changeling;dandle;dependent;foundling;immaturity;infanticide;layette;moppet;motherless;nee;papoose;parturition;peewee;posterity;postnatal;postpartum;quadruplet;quintuplet
💍,ring,58,7,earring;engaged;engagement;jewelry;marriage;marry;ring;betrothal;betrothed;ceremony;commitment;dowry;elope;engage;fiance;fiancee;fidelity;jeweler;jeweller;marital;married;matrimony;nuptial;nuptials;platinum;proposal;propose;remarriage;trinket;vow;wed;banns;betroth;bigamist;bigamous;bigamy;conjugal;connubial;consummate;consummation;elopement;filigree;gewgaw;gimcrack;intermarriage;intermarry;karat;marriageable;matrimonial;polygamist;polygamous;polygamy;premarital;remarry;signet;solemnize;troth;unwed
📄,page facing up,58,4,document;page;paper;resume;brochure;contents;crumple;documentation;duplicate;excerpt;flyer;fold;leaflet;pamphlet;report;sheet;statement;syllabus;transcript;blotter;brief;colon;content;context;contextual;duplication;emery;folio;margin;marginal;microfiche;monograph;paginate;pagination;pamphleteer;papery;plagiarism;plagiarist;plagiarize;precis;prospectus;quire;ream;sheeting;subcontract;sublease;sublet;substantive;technicality;the;tract;treatise;triplicate;unclassified;unpublished;untitled;unwritten;waiver
🪨,rock,57,6,boulder;geology;granite;pebble;rock;stone;engrave;engraving;fissure;flint;geologist;gravel;hard;overhang;pumice;rocky;rough;rugged;sediment;sedimentary;slate;stalactite;stalagmite;stony;agglomeration;basalt;bauxite;cairn;clod;coarse;coarsen;feldspar;flinty;gallstone;geologic;geological;gravelly;grit;gritty;gypsum;harden;insentient;metamorphic;mica;pebbly;porphyry;roughen;sedimentation;shale;silicate;slag;strata;stratification;stratify;stratum;substrata;substratum
🤪,zany face,56,2,crazy;silly;absurd;absurdity;antics;bizarre;craze;eccentric;fanatic;fanatical;fanaticism;foolish;goof;goofy;insane;insanity;irrational;kooky;ludicrous;lunacy;lunatic;madman;madwoman;mania;maniac;maniacal;manic;nincompoop;nonsense;nonsensical;oaf;oafish;outlandish;preposterous;quirky;ridiculous;simpleton;twit;unruly;wacko;wacky;weirdo;zany;antic;daffy;demented;eccentricity;irrationality;kook;loony;ninny;rambunctious;uncoordinated;ungainly;witless;yahoo
😱,face screaming in fear,56,8,frightened;horror;nightmare;panic;scare;scream;terrified;terrifying;aghast;appalling;creepy;frantic;frenzy;fright;frighten;frightening;ghastly;horrendous;horrible;horrid;horrific;horrify;horrifying;hysteria;nightmarish;overreact;overreaction;pandemonium;petrify;phobia;phobic;scary;shocking;shriek;squeal;terrible;terrify;terror;terrorize;appall;appallingly;egregious;enormity;freak;freakish;frenzied;frightful;hysteric;hysterics;lurid;paroxysm;sacrilege;sacrilegious;shocker;unspeakable;unthinkable
👉️,backhand index pointing right,55,3,indicate;point;push;accusation;accuse;allegation;blame;choose;convince;designate;indication;indicator;nudge;pointed;poke;prod;you;accusative;accusatory;accusingly;allege;alleged;allude;allusion;allusive;appoint;begone;chose;chosen;compel;fillip;goad;implicate;imply;imputation;impute;incriminate;incrimination;indicative;obtrude;obtrusive;protrude;protrusion;pusher;such;that;there;these;this;those;urge;yon;yonder;your;yours
❌️,cross mark,55,6,error;fail;failure;false;incorrect;wrong;cancel;disprove;eliminate;elimination;err;erroneous;failing;fallacy;flunk;imperfect;imperfection;inaccuracy;inaccurate;invalid;invalidate;misinformation;miss;mistake;nix;nullify;terminate;termination;typo;untrue;wrongful;cancellation;debunk;defunct;fallacious;fallibility;fallible;flaw;forfeit;forfeiture;fruitless;invalidation;invalidity;lack;lacking;misapplication;misapply;miscue;misinform;misrepresent;mistaken;mistook;needless;nullification;omit
💭,thought balloon,54,1,dream;dreamlike;dreamt;dreamy;evoke;fantasize;ideology;imagination;imaginative;imagine;inkling;meaning;notion;opinion;reverie;ruminate;rumination;sentiment;sentimental;theorize;theory;thought;unforgettable;yearn;abstracted;disabuse;envisage;envision;evocation;evocative;figment;formulate;idealism;idealist;idealistic;idealization;idealize;ideological;imaginable;intimation;ism;meaningful;meant;notional;posit;postulate;preconceive;preconceived;preconception;premeditate;premeditated;premeditation;sentimentalist;sentimentality
💼,briefcase,54,7,business;employment;executive;job;manager;occupation;portfolio;accountant;administrator;attache;broker;businessman;businesswoman;career;commerce;consultant;employ;employer;entrepreneur;internship;jobless;livelihood;magnate;occupational;portable;profession;professional;tycoon;unemployed;unemployment;vocation;work;brokerage;case;comptroller;employable;entrepreneurial;fiduciary;functionary;furlough;garnishee;jobber;managerial;metier;parvenu;portability;professionalism;proposition;sinecure;undersecretary;vocational;workaholic;working;yuppie
🛡️,shield,54,7,armor;defend;defense;knight;protect;protection;shield;aegis;antibody;armory;centurion;defensive;deflect;emblem;escutcheon;fend;guardian;immune;immunity;impenetrable;impervious;indestructible;insurance;insure;insured;integrity;invincible;invulnerable;overprotective;preservation;protective;protector;armorer;blazon;buckler;buffer;defenseless;defensible;deflection;emblazon;emblematic;guarded;guardianship;heraldic;heraldry;impenetrability;impermeable;impunity;incorruptible;indefensible;invincibility;invulnerability;protectorate;unassailable
👎️,thumbs down,54,1,dislike;bad;censure;condemn;condemnation;criticize;derogatory;detrimental;disadvantage;disadvantaged;disapproval;disapprove;discredit;disfavor;disparage;disparaging;inadequacy;inadequate;inferior;inferiority;shoddy;unfavorable;unpopular;unsuccessful;badly;belittle;condemnatory;crappy;crummy;demerit;denigrate;denigration;deprecate;deprecation;deprecatory;derogate;derogation;detriment;disadvantageous;disapprobation;disapprovingly;discreditable;disparagement;disreputable;disrepute;disservice;lousy;tasteless;unpopularity;unrewarding;unsatisfactory;unsatisfying;worse;worst
🤒,face with thermometer,53,7,fever;flu;ill;illness;sick;sickness;symptom;affliction;ail;ailment;febrile;feverish;hypochondria;hypochondriac;indisposed;infirm;infirmity;influenza;jaundice;jaundiced;malady;malaise;mumps;patient;recuperate;sickly;stricken;susceptible;symptomatic;syndrome;typhoid;ulcer;unwell;afflict;ague;beriberi;croup;debilitate;debilitation;debility;diphtheria;distemper;grippe;indisposition;mononucleosis;recuperation;recuperative;rubella;susceptibility;typhus;ulcerate;ulceration;ulcerous
🧬,dna,53,6,biology;chromosome;evolution;gene;genetic;genetics;biological;biotechnology;congenital;enzyme;evolutionary;evolve;geneticist;genome;hereditary;heredity;innate;intertwine;mitosis;molecule;mutant;mutate;mutation;receptor;species;sperm;trait;tumor;agglutination;archetype;gamete;genera;geneses;genus;hormonal;hormone;immunology;inherent;intrinsic;lives;lymph;lymphatic;malformation;molecular;phyla;phylum;physiological;physiologist;physiology;polymer;recessive;spermatozoa;spermatozoon
👀,eyes,53,5,gaze;observe;peek;see;stare;appear;appearance;attention;behold;conspicuous;espy;glance;glimpse;look;notice;noticeable;observant;ogle;onlooker;overlook;oversaw;oversee;overseen;oversight;peep;preview;recognizable;recognize;revealing;seeing;spectator;supervise;supervision;view;watchful;witness;attentive;beady;cursory;descry;lo;looks;proctor;purview;regard;seen;shown;supervisory;vicarious;viewing;voyeur;voyeurism;voyeuristic
✂️,scissors,52,3,cut;scissors;shears;abbreviate;clipper;clipping;concise;cutter;cutting;excise;excision;halve;halves;neuter;sever;shear;shorten;snip;splice;trim;truncate;abridge;abridgement;abridgment;bisect;bob;bowdlerize;castrate;castration;cull;curtail;curtailment;cutoffs;edging;fringe;lop;pithy;rend;retrench;retrenchment;shortening;succinct;sunder;terse;tonsorial;tonsure;trimming;trisect;truncation;uncut;undercut;vasectomy
🌍️,globe showing Europe-Africa,52,5,atmosphere;continent;earth;international;world;abroad;biosphere;circumnavigate;climate;continental;earthly;ecosystem;ethnic;ethnicity;foreign;foreigner;geophysics;geopolitics;ground;humanity;land;nation;national;nationality;native;reality;terrestrial;tremor;universal;antipodes;biracial;climatic;clime;endemic;ethnological;ethnologist;ethnology;exist;existence;existent;geophysical;nationalism;nationalist;nationalistic;nationalization;nationalize;racial;transnational;troposphere;universality;westernize;worldly
🧭,compass,50,8,compass;expedition;exploration;explore;guide;navigate;navigation;sextant;adventurer;adventurous;east;expeditionary;exploratory;guidance;gyroscope;navigability;navigable;navigator;orient;orientate;orientation;south;southern;west;adventuresome;adventuress;azimuth;bearing;binnacle;easterly;eastern;easterner;landward;method;methodical;methodological;methodology;misdirect;misdirection;misguided;misguidedly;pioneer;southerly;southerner;southward;southwards;westerly;westward;westwards;windward
📅,calendar,50,6,appointment;calendar;date;month;schedule;year;almanac;annual;booking;chronological;chronology;daily;monthly;observance;overbook;postpone;rendezvous;reservation;reserve;routine;seasonal;semester;session;today;tomorrow;week;yearly;antedate;assignation;august;biannual;biennial;bimonthly;biweekly;circa;customary;dated;due;may;postponement;prearrange;prearrangement;quarterly;seasonable;semiannual;semimonthly;semiweekly;term;triennial;weekly
✋️,raised hand,50,3,hand;slap;wrist;feel;handful;intercept;interception;interrupt;interruption;intervene;intervention;lefty;overhand;pat;restrain;restraint;steady;strangle;tactile;tangible;touch;arrogate;avert;caesura;commandeer;enough;feeler;get;got;gotten;had;has;hath;have;held;interpose;interposition;nab;palpable;preempt;preemption;preemptive;put;restrained;strangulate;strangulation;tangibility;took;touching;unhand
🙄,face with rolling eyes,50,0,cynic;cynical;disdain;disdainful;disrespect;disrespectful;duh;inconsiderate;insolence;insolent;jerk;petty;pompous;sarcasm;sarcastic;sassy;scoff;scorn;scornful;selfish;snob;snobbish;stupid;stupidity;asinine;askance;cretin;cynicism;fatuous;fie;hokey;hokum;hooey;imprudence;imprudent;inane;inanity;ingrate;ingratitude;malarkey;moron;moronic;philistine;pomposity;sass;slipshod;snobbery;sophomoric;thoughtless;twerp
🐕️,dog,50,8,dachshund;dog;doggie;doggy;leash;retriever;spaniel;terrier;bark;breed;canine;collie;dingo;domesticate;hound;mastiff;mongrel;mutt;muzzle;obedience;obedient;retrieve;schnauzer;setter;shaggy;stray;tail;wag;yap;yelp;bitch;breeding;brindled;cur;doggerel;domestication;interbred;interbreed;mange;mangy;pant;rabid;romp;ruff;sic;submissive;tailless;whippet;woof;yip
👁️,eye,49,3,eye;iris;retina;aware;blink;cataract;conjunctivitis;cornea;eyeful;glaucoma;ocular;ophthalmologist;ophthalmology;optic;optical;optics;perceive;perception;perceptive;pupil;retinae;retinal;shiner;sight;stye;vigilance;vigilant;visibility;visible;vision;visual;acuity;apparent;beheld;brow;dilate;dilation;discern;discernible;fixate;fixation;lash;oculist;overt;perceptible;perceptual;sighted;vantage;wakeful
💉,syringe,49,9,inject;injection;inoculate;inoculation;syringe;tattoo;vaccinate;vaccination;vaccine;addict;addicted;addiction;addictive;ampule;anaesthesia;anaesthetic;anesthesia;anesthetic;booster;chemotherapy;cortisone;diabetes;diabetic;heroin;hypodermic;immunization;immunize;insulin;intravenous;junkie;morphine;sedation;serum;subcutaneous;anesthesiology;anesthetist;anesthetize;antitoxin;catheter;desensitization;desensitize;hypo;interferon;liposuction;polio;poliomyelitis;tetanus;tranquilize;tranquillize
🕵️,detective,49,7,detective;espionage;inspector;mystery;spy;thief;thieves;agent;anonymous;conspiracy;conspirator;conspiratorial;covert;culprit;incognito;infiltrate;infiltration;informant;informer;intrigue;lurk;mysterious;plainclothesman;skulk;sleuth;smuggle;sneak;snoop;stranger;surreptitious;suspect;theft;thieve;thievery;undercover;anonymity;clandestine;dick;furtive;machination;narc;nark;skulduggery;skullduggery;sneaking;subversion;subversive;subvert;thievish
📊,bar chart,49,4,chart;diagram;presentation;statistics;analyst;assess;assessment;audit;axis;correlate;correlation;data;demographics;evaluate;evaluation;majority;statistic;statistical;statistician;tabulate;aggregate;aggregation;analytic;analytical;array;auditor;capacity;correlative;datum;demographic;demography;density;incidence;likelihood;percentile;prevalence;prevalent;qualitative;quantitative;quota;reapportion;reapportionment;reappraisal;reassessment;status;tabular;tabulation;taxonomy;usage
🐴,horse face,49,6,foal;horse;mule;neigh;pony;saddle;bray;bridle;bronco;canter;cavalry;centaur;colt;filly;harness;heehaw;hoof;hooves;manger;mare;nag;paddock;palomino;prance;tame;whinny;yearling;cavalier;clop;coachman;coltish;dapple;fetlock;geld;gelding;haw;horsemanship;horsewoman;horsey;horsy;intractable;muleteer;mulish;pastern;ridden;roan;rode;roughshod;tamable
